	Unnamed: 0	id	Tweet	Stance
8783	8783	SMM4H2022hlVIaFXdpBwmsSt3	It's surprising how many people want vyvanse	noADE
8784	8784	SMM4H2022yepvcfxtWR2WSFsH	@USER_______ i'm weening off #quetiapine and i've got to go back to psychiatrist nxt wk. for now going back to #amilsulpride i'm relieved!	noADE
8785	8785	SMM4H2022B7tGKIo8U6U3LTSu	Fun Facts: Do you know what Meds are R for Mania? Currently #FDA approved: #ziprasidone AKA #Geodon)	noADE
8786	8786	SMM4H2022rP8HNSMNxteokDge	rt @USER____: vyvanse makes me think too much 😣	noADE
8787	8787	SMM4H2022fzwSV1V9LqKr4ojN	cymbalta can't help this depression HTTPURL_______________	noADE
8788	8788	SMM4H20226LVohty1xV55ddIy	Simponi injection pen > Enbrel injection pen. So much less painful, much quicker, and easier to use! Now let's hope it works. #rheum	noADE
8789	8789	SMM4H2022n4ZRGLRZAwlJPN9x	need some nicotine ...	noADE
8790	8790	SMM4H2022EM9j00AMMtpxuGKD	CIPRO/CIPC has been lying for the past 5 years or more @USER________ @USER_____ @USER___________ @USER_________ @USER_________ #DTI.	noADE
8791	8791	SMM4H2022zXKN4e0Zm1RATkoB	“@USER_________: The team that brings you Cipro Pizza al Taglio great food at great prices” - watch the blog for a review soon! lovely food!	noADE
8792	8792	SMM4H2022HH913tkpJekS0SAw	When I'm on vyvanse I wan to do 1 of 2 things do all the things or think about all the things.	noADE
8793	8793	SMM4H2022FUZfDW6tiCZECqZi	Swimsuit models have three facial expressions:  angry headache, vacant zombie and Prozac smile.  Men have one expression:  stupid drooling.	noADE
8794	8794	SMM4H2022zYCm0DaVuuq74ytJ	@USER_________ @USER__________ 300mg quetiapine once before bed. You'll be right as rain. You take care of yourself, dear.	noADE
8795	8795	SMM4H2022cvYOdARNlExDYHjk	Men who smoke tend to have a more difficult time maintaining an erection because nicotine blocks and clogs blood veins.	noADE
8796	8796	SMM4H2022CFgZguWqipOiLp7X	“@USER_____: lack of nicotine.”	noADE
8797	8797	SMM4H2022H0g6DpPetXVpN2AL	too much nicotine hahaha.	noADE
8798	8798	SMM4H202245bg1ejZl56LbN1w	Still can't sleep maybe I need to be prescribed to trazodone lol	noADE
8799	8799	SMM4H2022MrVlXpE3kxOHquKE	@USER_____ contact me anytime.  we are all in this #humira stuff together.  #crohns #ibd	noADE
8800	8800	SMM4H202213ZobosbpNn1pzbK	@USER_____ #doctors don't even understand why #humira works on 7-8 different diseases so they r often baffled by its side effects.  #crohns	noADE
8801	8801	SMM4H2022A57Dt3zb9ep78Mr9	"""@USER___________: ""@USER___________: Depression hurts, But cymbalta can help"" smh really gabbie?"" Lol yes Jourdain"	noADE
8802	8802	SMM4H2022YNBe20voOHCmnN7x	I would need to triple my dosage of Vyvanse to get through the 52 pages of history I have left to study	noADE
8803	8803	SMM4H2022elcf4WCCGnl6t493	@USER___________ they do profit off it though. I know a pack of venlafaxine is around £3 to buy, boots will sell it for £20	noADE
8804	8804	SMM4H2022DLIpQc3SE9xm2eRy	The only thing more beautiful & unpredictable than a loose screw is a bipolar w/o lamictal ;) btw bipolar = genius! Xoxo	noADE
8805	8805	SMM4H2022ZQHXndXHGgkeuoVN	my granny said she was going to put me on paxcil or prozac...😳 #okay #iaintcomplaining	noADE
8806	8806	SMM4H2022kEe4dUOEyDbXfoO9	cough drops are mostly loaded with sugar. so after soothing your throat with a lozenge, be sure to brush well!	noADE
8807	8807	SMM4H2022pT2yRyMQwL4TJnb6	day 1 of trazodone. 😴	noADE
8808	8808	SMM4H2022I2JrD0IubQnj40bY	Nicotine will just be casting a brother -_-	noADE
8809	8809	SMM4H2022jjsiJOPvhfsGR9dk	i only have a few more tablets of lamictal	noADE
8810	8810	SMM4H2022C5tRYSDp1g29YPQK	Feeling like you should star in the Enbrel commercial >>>>	noADE
8811	8811	SMM4H2022y2CmKxw90lMzCDFr	O’Dell study on Triple DMARD (MTX, SSZ, HCQ) vs. Etanercept for MTX-IR RA pts features in this week’s NEJMHTTPURL_______________________________________________________________ …	noADE
8812	8812	SMM4H2022LoCm2KG3EvM5FcQ9	Someone get @USER_______ some seroquel, pls.	noADE
8813	8813	SMM4H2022bkgXMp8mbVPM419L	no point sounding eloquent on twitter if your public oratory resembles rain man drugged up on trazodone and hyperventilating on a plane	noADE
8814	8814	SMM4H2022BqFCV6YVTQmG2oVe	@USER________ only need one more lozenge magus got 3 atm	noADE
8815	8815	SMM4H2022XGmYU0ARllY2yy0k	olanzapine, the worst mental health medication iv ever taken.	noADE
8816	8816	SMM4H2022knv2GMXrf1LPPZXL	this is what happens when you run out of lithium &amp; seroquel &amp; get on st john's wort for spare pills.	noADE
8817	8817	SMM4H2022VeNN6XFrdggAV3Z4	If you can't sleep in a high stress job, the latest best thing, under the care of a qualified physician, is low dose quetiapine (Seroquel).	noADE
8818	8818	SMM4H2022K3fvuQqVFeVT5NTP	@USER___________ Maybe a lozenge will help.	noADE
8819	8819	SMM4H2022V9JoBhYXNNMy1BF3	why is it always after I eat food near seroquel	noADE
8820	8820	SMM4H2022wKV2w8hMchNyd9XF	This lozenge tastes like SHIT !!!	noADE
8821	8821	SMM4H2022PEL2XW7xlxMbplCD	@USER_________ called humira nurse, she said most are exposed to the virus that causes it by adulthood but to call dr if i got symptoms. :/	noADE
8822	8822	SMM4H2022BqCn7MtYJU5xyB2s	someone give that james a throat lozenge.....he sounds like villas boad	noADE
8823	8823	SMM4H2022dDH9hoHVJWjnb96M	@USER___ I'd probably need something a lot stronger if I weren't on duloxetine.	noADE
8824	8824	SMM4H2022Gr48rECpqlUivtUr	@USER____ so, Cymbalta is going generic. Yep that's about all I've got in the drug industry at the moment.	noADE
8825	8825	SMM4H2022SxYKnfPmqvxyb2Zm	"I love the Humira commercials because I love to say ""adalimumab"" yeah."	noADE
8826	8826	SMM4H2022JUVWHXr7McJMoKtq	speaking of mental illness, i got seroquel today. hardly slept in a week. taking a big dose at 9pm and passing out for 12 hours.	noADE
8827	8827	SMM4H2022DZiiqlvDWtDXTMDf	rt @USER____: @USER____ she got the seroquel to make her sleep as she feels its a waste of time sleeping	noADE
8828	8828	SMM4H2022bZUxzjsSJRpgo1GM	wow that's the 4th cough lozenge i've had today. i hate life	noADE
8829	8829	SMM4H2022dNAbgHZ3l0ik9tfz	@USER__________ I hope & pray Perez takes her advice & Amanda takes her Prozac.	noADE
8830	8830	SMM4H2022Woks4kyyBH75ZbFZ	Trazodone plz	noADE
8831	8831	SMM4H2022NWtHnmtLm7XGuUl9	Ooo first nicotine lozenge of the day...making my headache go away...kinda #quitsmoking	noADE
8832	8832	SMM4H2022CN1GJT8ffb7bnPp9	Scrapbooking: finite lozenge introductory study	noADE
8833	8833	SMM4H2022A2EX0jlSzad5Zgmf	#CMSC2013: PTM is an important tool to allow patients to deliver a bolus of extra baclofen for pain/spasticity #MSresearch	noADE
8834	8834	SMM4H2022tlQhr3kS1xN4eyqi	youniverse please bless me with a woman that stimulates me mentally and treats my dick like a lozenge.	noADE
8835	8835	SMM4H2022KQmM0dnNxdANI2bC	@USER___________ geodon is now available as a generic. many have come back from disability to much improved functioning with geodon.	noADE
8836	8836	SMM4H2022EYjwyvdoFxCASQp5	please please no tobacco. no nicotine .n yess no smoking   !	noADE
8837	8837	SMM4H20223j5V9OUbLrfPixYO	@USER____ just saw a humira commercial	noADE
8838	8838	SMM4H2022otYVqZV1kafEakaq	"""Slow down! You sound like the end of a Cymbalta commercial!"""	noADE
8839	8839	SMM4H2022Iyfpch1tMu1Hxcyn	i took some baclofen for my back spasms and its suppose to make me drowsy but i dont feel shit!	noADE
8840	8840	SMM4H2022FQPWagpnaIalYQso	rt @USER__________: mar 15, seroquel alcohol:  a deadly combination: a seroquel alcohol combination can be dangerous, even fatal. ... http:…	noADE
8841	8841	SMM4H2022uKL2OPJXHJPOdVGu	oh....i just figured out why today sucked more than usual.  i forgot to take my prozac last night.	noADE
8842	8842	SMM4H2022XHsa8sfZTCiCZyVd	I used 2 go dummy on tht P, crash test, now that P throw bak, any gven 9t id stl pop that ass lika prozac	noADE
8843	8843	SMM4H2022nyvkYuV8UXdqIHk2	depression hurts, cymbalta can help	noADE
8844	8844	SMM4H2022zCsd2upHnl4IANuJ	i have been on olanzapine so long i have forgotten what it was like to be my normal self without forced drugging!	noADE
8845	8845	SMM4H2022OAFjSvbDqJfQAau2	@USER________ ask for extra chemicals when they clean. And take a few cipro to make sure all is covered.	noADE
8846	8846	SMM4H2022abZmQU0SDnsbHCjz	sigh...some days were just meant for champaigne and prozac.	noADE
8847	8847	SMM4H2022nKfNGKCfTsQDOWec	sigh... some days were just meant for champaigne and prozac.	noADE
8848	8848	SMM4H2022e6mvYpzdCoQbXyUz	White chicks with lozenge	noADE
8849	8849	SMM4H2022FXs14bDxGQupvkht	I don't think Ray LaMontagne is touring in Washington State. Would a CD do? RT @USER__________: Action Girl needs lamotrigine badly.	noADE
8850	8850	SMM4H2022E3otF4kXRd3m3ld5	@USER____ thanks, i decided to go back on olanzapine after trying aripiprazole for a few days, can you tolerate aripiprazole ok i hope	noADE
8851	8851	SMM4H2022qeC2xZVnXEiviIU2	@USER______ $isis kynamro is partnered though, i am more excited their pipeline, particularly now in apoc3, always in smn. turning a corner.	noADE
8852	8852	SMM4H2022QeIU0DfKt3vzTnQC	@USER___________ @USER___ I take 20mg of Fluoxetine daily (apriciate its a low dose) I call them my nutty pills im not offended either Dr C	noADE
8853	8853	SMM4H2022e2BO2utEhMVDiR1O	: I have Psoriatic Arthritis, info attached. #painful #unpredictable #embarrassing #enbrel Don't give up #fightPainHTTPURL____________________________________________ …	noADE
8854	8854	SMM4H2022vz2KWaqFqq7ISJLC	... cymbalta can help..	noADE
8855	8855	SMM4H2022nDTQ8SyCkkm6mTt5	@USER___________ twitter doesn't allow space in 1 tweet to paint a portrait of bipolar terror.  lithium and lamictal are the chair &amp; whip.	noADE
8856	8856	SMM4H2022jQCPmev59NAkVy35	viibryd is safe at home and doing well. all the boys are getting along great so far!	noADE
8857	8857	SMM4H2022SC6KRcW13TFrtWM0	i need something stronger than nicotine.	noADE
8858	8858	SMM4H2022sCwbfLjbXrd3uQwq	popping paxil inside with a/c &gt;&gt;&gt;&gt;&gt; having a breakdown outside under the sun	noADE
8859	8859	SMM4H2022PsAtzQbUhbe87COB	Rt. @USER_____: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.	noADE
8860	8860	SMM4H20225Q9dfPuUwZDK9PZ4	Anyone taken #Vayarin or #Latuda? What did you think? #depression #bipolar	noADE
8861	8861	SMM4H2022nimIBKqrbvAeLgvc	"""if you have depression you should take this medicine but watch out the leading side effect is suicidal thoughts"" -cymbalta commercials"	noADE
8862	8862	SMM4H20221LLMJtkA9uvrD6zY	In need of some Prozac! !! These kids and their constant bickering drives me insane!	noADE
8863	8863	SMM4H2022qEpyNpBbpayxcivO	Would you slow down? You sound like the end of a Cymbalta commercial. #arresteddevelopment #HBIC	noADE
8864	8864	SMM4H2022JXi1C8UniR79Ik61	How do I keep my weight under control while taking seroquel? #bpdfriends help	noADE
8865	8865	SMM4H2022CQQN501Bw9sXKyid	@USER_______ Only thing Amanda Bynes needs to hire is some Zyprexa.	noADE
8866	8866	SMM4H2022hogMiSIJ50uP3T0h	@USER__ paxil? prozac	noADE
8867	8867	SMM4H2022cGq8Zo0llDEnioQT	i need a throat lozenge	noADE
8868	8868	SMM4H2022sqlZS1OHHBxlbair	Shouldn't of taken so much seroquel lastnightt cuz diz nigga be out cold	noADE
8869	8869	SMM4H2022zBw1MUNEpuyQLrQs	@USER___________ kiss a nigga taste that nicotine	noADE
8870	8870	SMM4H2022aSM8JIIBzRTpZ3YI	biodiesel trouble lozenge dissolution thine tub utilizing sporophyte bunker	noADE
8871	8871	SMM4H2022w1MRD9tL2XwCbop1	"My Google searches today were: ""Pizza Hut"", ""Paxil"", ""Beth Moore studies"", and ""slot machines"" #summer2013"	noADE
8872	8872	SMM4H20227kBs6nGUK53AQCPp	Depression hurts an if you're too broke for cymbalta eat nilla wafers	noADE
8873	8873	SMM4H20227VC9HYpzxigVu14P	و آخر الادويه المسجلة في الـTC & LDL-C في الـFDA Lomitapide (Juxtapid®) Approved  Dec 24/2012 5 mg daily titrated to a max of 60 mg daily	noADE
8874	8874	SMM4H2022GFkxz07qvJEKHZBF	I tried to think of the cold rain as a minty lozenge for the skin but it didn't work and now if you're not careful I will cry on you.	noADE
8875	8875	SMM4H20220HXMUC4GtOaGPytD	time to eat a pack!!!   “@USER_____: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.”	noADE
8876	8876	SMM4H2022n0Y1WRWZVlREE3ie	rt @USER_______: my breakfast of choice is a cup of starbucks coffee with a side of 70mg vyvanse.	noADE
8877	8877	SMM4H2022GeKsa2wqOgly7Ala	xanex, trazodone, and a seroquel and still can't sleep. #fml	noADE
8878	8878	SMM4H2022VRPQUbFtzHeg32fr	Lilly PR email stats: 10 sent in 4mins. 5 empagliflozin, 3 linagliptin, 1 dulaglutide & 1 LY2605541. Need extra insulin to process all that.	noADE
8879	8879	SMM4H2022adP3T3fFhzEjCIGJ	@USER_______: hypochondria+cyclothymia+lamotrigine+himym+finals+wifi+no food in my house+being home alone for 3 days straight= i'm dead	noADE
8880	8880	SMM4H2022jPPqrqcC2Oa5NPPy	@USER________ @USER___________ @USER________ They haven't, sadly. The whole problem is that on quetiapine I *always* have a good night....	noADE
8881	8881	SMM4H2022bNSWk6KCBZz7YRWF	Am I prepared for my spend the night party at RBD? Vyvanse....Check Caffeine.....Check Nicotine ....Check An endless amount of work...Check	noADE
8882	8882	SMM4H2022PsowIsdAUTdAt8FE	aw what's up with your name ? you feel lonely or alone cymbalta can cure your depression @USER___________ @USER______	noADE
8883	8883	SMM4H2022mV2HbAJp41IThUG6	There is nothing wrong with you that couldn't be cured with Prozac and a hammer	noADE
8884	8884	SMM4H2022iLn1Xb8TNPhjwHH1	@USER________ I take venlafaxine (ViePax) at a high dose and it makes me feel human - otherwise depression cripples me.	noADE
8885	8885	SMM4H20221tRQ64fULZkEyXxK	depression hurts cymbalta can help	noADE
8886	8886	SMM4H2022XiRmd1MexbnEJM1f	If Cymbalta actually worked for a black mans depression.	noADE
8887	8887	SMM4H2022zcWgXuopm8XHjRwK	Cleaned my house. Thanks vyvanse :)	noADE
8888	8888	SMM4H20223soZ2zpeXlqg2IQn	“@USER_____: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” Y'all should eat more!	noADE
8889	8889	SMM4H2022deKDiQwnyQ5Cl99b	rt @USER_________: it's times like sunday nights when i hate vyvanse a lot	noADE
8890	8890	SMM4H2022agu9jes8vpNjqBLV	rt @USER___: i got a call from @USER_______ explaining fully how cipro is fucking him up but he's getting it sorted.	noADE
8891	8891	SMM4H2022trRehOeNZCC6LM5d	@USER________ how much for the lozenge magus alt art?	noADE
8892	8892	SMM4H2022uWvWoilvWulgX2nU	the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?	noADE
8893	8893	SMM4H20222kyyvIqxEAuUNHKe	vyvanse turns my mind into the hulk	noADE
8894	8894	SMM4H20225aV42hHbyDzBz6lp	"Watching hoarders and the lady is depressed and my mom goes ""she needs cymbalta"" #jennisms @USER______"	noADE
8895	8895	SMM4H2022wdTVR6dkYbpY181S	There's something bout lighting up a Marlboro Red, that nicotine rushing to my head, and the taste of Southern Comfort on my lips	noADE
8896	8896	SMM4H2022GJyv4JdpEaTAtiKB	@USER_______ My thyroid is a-okay. I have sacroiliitis, and am being put on Humira, if they give it to me for free. :)	noADE
8897	8897	SMM4H2022pYX50kxQ8dikCwnk	"I tink he's on cipro ""@USER_____: Hv u started any antibiotic already? RT @USER___: Urine MCS for a UTI pt, E. coli seen, resistant (cont)"	noADE
8898	8898	SMM4H2022ICQ1RzzDe3YZ7bVI	harley lozenge styles	noADE
8899	8899	SMM4H2022Hjcv7OHxcq7Y2sfA	@USER___________ OUCH! I've seen it with Levaquin but not Cipro. Maybe I'd better skip tae kwon do this week....	noADE
8900	8900	SMM4H2022QXBQtY11sy07cwxZ	Cymbalta can help... #health #tbt @USER_______ @USER___	noADE
8901	8901	SMM4H2022Oa92Z11aDjibO5Dh	Do you know what Medications are R for bipolar depression? Currently #FDA approved lamotrigine AKA #Lamictal	noADE
8902	8902	SMM4H2022HeKyxkNto4YFxfJD	@USER________ get yourself some trazodone.	noADE
8903	8903	SMM4H2022bAJSAc4r6aRLwKwX	i like lamictal	noADE
8904	8904	SMM4H2022xhRVb6CEN0kTtb0O	need to be prescribed prozac after that episode of #got, i knew what was coming yet i was still shocked! about to go and cry myself to sleep	noADE
8905	8905	SMM4H2022zwo5RdX8GnEcz50V	Subway's combo meal now comes with 50 mg of either prozac, zoloft or paxil	noADE
8906	8906	SMM4H2022GwShGbhEIcS57rzw	i'm glad to say my painful dysphagia is not cancer but an ms attack. hurts bad but living on smoothies, ice cream &amp; baclofen helps ;)	noADE
8907	8907	SMM4H20224wdrsqF6G4zaPw11	Does lozenge rhyme with orange? Surely that would make that stupid rhyming humour about orange false...	noADE
8908	8908	SMM4H20227Q26FqrHSnVNvL8i	diplomatic only bodeful carbs-acquaintance the lozenge	noADE
8909	8909	SMM4H2022w1so9zMWI1goHGlO	depression hurts. cymbalta can help. HTTPURL_______________	noADE
8910	8910	SMM4H2022V60CbAuMHPEtK6ok	@USER______ @USER_______ 75mg a day of venlafaxine mu'fuckas	noADE
8911	8911	SMM4H2022Qzv3tkHVYXut2mNs	trazodone tweets are happening anyway! yay!	noADE
8912	8912	SMM4H2022UJPzXf1iXNoCA5E3	@USER________ @USER______ at this time I am more stressed out than I have ever been in my entire life. Thank God for Seroquel.	noADE
8913	8913	SMM4H20223Z1qXQVRN7ukoX3Y	@USER_ Wow, thnx for that, not flouride, but fluoxetine.	noADE
8914	8914	SMM4H2022kGegHM1NnTfcSY9k	@USER___ I'm telling you lamictal. It takes almost a month to get on but it's worth it.	noADE
8915	8915	SMM4H2022prmbbzukZNMYq75y	@USER_____ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_______	noADE
8916	8916	SMM4H2022kysVjIauw5vASSVh	@USER___ that's what Cymbalta is for	noADE
8917	8917	SMM4H20223ZRHhK2wgl7TMjLa	I've been in #porn for 10 years and am not on #Prozac or #Zoloft..... yet	noADE
8918	8918	SMM4H2022b9sSoprgzG4YUBOE	Disponible SAXAGLIPTINA 5 MG CAJX14 COMP ONGLYZA	noADE
8919	8919	SMM4H2022ROLgPOyfWd4asFQx	i have spent far to much money today and i know it, think it is time to increase the #olanzapine, at least my shrink will be happy :-)	noADE
8920	8920	SMM4H20220oLBTEnaCoc5hKMW	okay, one last final final #tysabri infusion, lol. i love my neuro; he's adorbs. #msandlife	noADE
8921	8921	SMM4H20229E0hmxCLrCWtXLzZ	also literally how depressed nbc sounds now. let's get them some fluoxetine	noADE
8922	8922	SMM4H2022rILDRurIaP4GXe63	@USER__________ but it's gotten easier as I've gotten older. I just don't care as much. (Um, I also take Paxil which has helped TONS)	noADE
8923	8923	SMM4H2022DLALfKlBdkCwC6ie	rt @USER_______: recent #diabetes drug launches: $lly/bi's tradjenta, $bmy/azn's onglyza, $nvo's victoza, $jnj's invokana #ada2013 HTTPURL__	noADE
8924	8924	SMM4H2022DWDjkLfQbsakZGGz	just saw a cymbalta commercial promoting help for chronic lower back pain.  the warnings are  mood changes and suicidal thoughts	noADE
8925	8925	SMM4H2022DGtRqX18x6P0MBXQ	maybe it's time for fluoxetine.	noADE
8926	8926	SMM4H2022S0VdzqepyN9rNZh1	Can't be starting out with one of them days because i have to get my baclofen pump replaced today. It's 3yrs old.  ;-)	noADE
8927	8927	SMM4H2022i6hWQ3DvINLjLfWk	Geodon IV does the trick every time.	noADE
8928	8928	SMM4H2022umbFEwc2fO29ZHfX	prof Elborn presented results of inhaled levofloxacin trial. Looks like it works as well as TOBI. #ECFS2012	noADE
8929	8929	SMM4H2022jrxlqUnT6WHxQjnW	@USER___________ 31st may - 2nd june some shops will not sell nicotine in support of no nicotine day~~	noADE
8930	8930	SMM4H2022dCl9lym9ijR74Mvq	Nicotine and faded dreams	noADE
8931	8931	SMM4H2022EsWBNFgmzCNEjdbZ	i'm not an alcoholic or weed head. if i have a problem there's a pill for that lol (xanax vicodin paxil) wish i could gt tranquilizers	noADE
8932	8932	SMM4H2022fpAFoMcM319iquIL	Kinda want to be a movie star, but I'd settle for being in a Cymbalta commercial or something.	noADE
8933	8933	SMM4H2022Gv8OSDqFjzYDPgI6	@USER___________ you said they gave you Seroquel or am I misreading?	noADE
8934	8934	SMM4H20227WhfCFhaJbSKC4oo	i feel like all moms have to take vyvanse. there's no way i could clean a house, do laundry, dishes, and cook everyday without it	noADE
8935	8935	SMM4H2022sazIhQXtsMj8Y3XK	Liquid fluoxetine tastes like crap.	noADE
8936	8936	SMM4H2022pOYCzmnu8b45MV9K	This Paxil pill has me on #cloud9 I guess it's better than stressing.	noADE
8937	8937	SMM4H2022jXzZUHVWF6WCaArH	anyone on here taken prozac or paroxetine or can give me advice about alternatives etc!	noADE
8938	8938	SMM4H2022n3HxP7V5OmhSbvbg	if you don't wanna be depressed or have anxiety take effexor. that shit works. i have three bottles on deck	noADE
8939	8939	SMM4H2022vkG5d46OceQ43N3n	I hate guys who say a girl smoking is unattractive. You can kiss my nicotine ass.	noADE
8940	8940	SMM4H2022DSJN63qMjD8Xi7JV	"""niggas be like """"what's seroquel?"""""""	noADE
8941	8941	SMM4H20220GmLB0vAXUplTF7d	sigh. dosage of both fluoxetine and hydroxyzine increase to 2.	noADE
8942	8942	SMM4H20223kLwWZtWcmHNxthM	@USER__________ But u will feel soooo much better when you are of that shit! Hold on! #venlafaxine #effexor	noADE
8943	8943	SMM4H2022nhtqJm6Cx5eBs7Xa	“@USER_________: Side effect of Dabigatran, bleeding where?” GI bleed	noADE
8944	8944	SMM4H2022N6uTVOkiJQ1sQEsa	@USER__ there is medicines like fluoxetine but it cant gives you immediate effect also	noADE
8945	8945	SMM4H2022uzIQ0rh3v4mkCpSE	i'va taken fluoxetine tablets, paracetmol, hayfever tablets and sleeping tablets i feel like a druggy	noADE
8946	8946	SMM4H20222nREOZ5ynNUKFq9j	"""she say cymbalta can help! lol rt""""@USER_______: i'll be your anti-depressant."""""""	noADE
8947	8947	SMM4H20224P8JzedaErjngWP0	the planets must be lined up all weird and stuff. i cried today even though i'm on paxil. my husband blames it on tesla.	noADE
8948	8948	SMM4H2022X1ztxfB6E3NUqLKg	@USER________ I do that on fluoxetine & diazepam on a daily basis :) @USER______	noADE
8949	8949	SMM4H2022Nilk1YGgmeWsmEAj	Vyvanse at 6 pm was a fucking horrible idea.	noADE
8950	8950	SMM4H2022fobqYUlN9bMDNnQw	I'm high on drugs - paracetamol, orphenadrine citrate, ciprofloxacin. Please work. Please.	noADE
8951	8951	SMM4H20220ZyzSYarnlwfqyBo	Fark me, but with the divine sleep brought by Xanax + Seroquel, those late nights are an imaginary and prehistoric artefact.	noADE
8952	8952	SMM4H2022jKJOI1Kf6j9jfdzR	@USER_______ the cipro is just for later, in case we get sick/infection from water /food.	noADE
8953	8953	SMM4H2022GX3j7HiXYQXqZU7z	mmm a checmical tickeling my gamma-Aminobutyric acid receptor causing a anxiolytic effect followed by a breakdown into alpha-hydroxyetizolam	noADE
8954	8954	SMM4H2022vqjRYORAG2zQ6vky	thank god for trazodone #needsleep	noADE
8955	8955	SMM4H2022OCxVOIuj5qWqYXGb	"""@USER_____: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."" @USER__"	noADE
8956	8956	SMM4H2022V9XzbzFxKJyLX36z	Juxtapid price increased this week by 25%.  Launched less than 6 months ago. No justification for increase. Now over $300k/Year.	noADE
8957	8957	SMM4H2022WqsO77AsuiUYTwGY	@USER_________ Yea definitely mitigates the argument that they are stealing Tysabri. Going to be hard to pass that one over IMO.	noADE
8958	8958	SMM4H2022OpXhemAPbJDVj7JB	@USER_____ harsh. i see you're on duloxetine. i was on that for abit but had to stop it. do feel for you having to deal with pain as well...	noADE
8959	8959	SMM4H20222E6cBVjO8Qq8fgJc	"""#shakespearemisheard  richard iii on depression: """"now is the winter of our discontent, made glorious summer by olanzapine."""""""	noADE
8960	8960	SMM4H20225k7Ip7oEEN2yA98T	@USER_____ Could be worse. #dabigatran	noADE
8961	8961	SMM4H2022ydNa4v3ZRYxqMDJw	#asco13 for@USER______ Dr. Dy at JHU pain mgmt, duloxetine very little success in peripheral neuropathy do 2 side effects some have min bene	noADE
8962	8962	SMM4H2022B2ZSU5LV3ZfgQvH4	@USER_____ olanzapine. psych said taking fluoxetine in morning and olanzapine at night seems to work well	noADE
8963	8963	SMM4H2022nNKRVYjaH9KPLXqC	@USER________ @USER__ @USER___ I don't accept negative answers, so we can do it. It'll work. <3	noADE
8964	8964	SMM4H2022ncWYZNWZANYbYIN3	"""rt @USER___________: #crohns #patients relying on #biologics like #humira can b fine.  just see me as the """"cautionary tale.""""  #abbott must …"""	noADE
8965	8965	SMM4H2022FmaN4d8b6jyM0IAn	Combination therapy with teriparetide in osteoposis - yes with Denosumab or Zol, No with Alendronate. Via Ralston at #EULAR2013	noADE
8966	8966	SMM4H20229y1ePeMzpOD0L1Xj	so i've been offered a prescription for fluoxetine for depression/anxiety/ocd which i thought might help in general with anorexia recovery	noADE
8967	8967	SMM4H20222pwiyZoZ9HEBx6pe	@USER__________ trazodone, maybe? that was the first antidepressant that i was ever prescribed, 6 years ago.	noADE
8968	8968	SMM4H202239SmBwu2hc1QZsTV	Fun Facts: Do you know what Meds R 4 bipolar depression? Currently #FDA approve combination of #olanzapine & #fluoxetine	noADE
8969	8969	SMM4H20224xKRbtBLEunWWtjX	Why's quetiapine not kicking in ?	noADE
8970	8970	SMM4H2022QGsYEm8liLbQ8pTr	"""@USER______ trazadone say """"hey girlfriend."""""""	noADE
8971	8971	SMM4H2022hb5YUHz3xA4Hm95s	Keeping medications filled can be a full time job! #Marfan #metoprolol #losartan #simvastatin #warfarin #aspirin, etc...	noADE
8972	8972	SMM4H2022PigAWrMztLmOA5sS	"Question from a Fun House friend: ""ANYONE ON CYMBALTA THAT COULD TELL ME THE PROS AND CONS"""	noADE
8973	8973	SMM4H2022b6PRjsYEE4CfXeSl	@USER_____ Well, now she makes $30 million a year endorsing Victoza.	noADE
8974	8974	SMM4H20227u1CS0RJgI1IvTOI	I got your prozac ready.. RT @USER_______: If the #Mets go to Miami and lose this series let alone a game to the Marlins I will be FURIOUS	noADE
8975	8975	SMM4H20224McI7ibeUKuCz0tY	lol she got cymbalta ..	noADE
8976	8976	SMM4H2022hLpp1ECjy7qpHyTA	@USER_________ ambien, seroquel, and self-hatred. and thank you so much.	noADE
8977	8977	SMM4H2022EY4hYi0AJrAqgtO9	you all may now refer to me as anita lozenge	noADE
8978	8978	SMM4H2022qkqh4uxtSpVhEQOc	😔 should've taken the ridiculously expensive meds or does anyone have paxil for sale? lmao #migraine #killmenow	noADE
8979	8979	SMM4H2022j7iNtnP6i0oNdREh	Know what? Even tho I still feel anxious, think less Paroxetine suits me. Don't think I'm as irritable as I was before or argumentative.	noADE
8980	8980	SMM4H2022NncHUJHM2ROYiNBK	“@USER_____: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” @USER________ try it! Lol	noADE
8981	8981	SMM4H20225mvTntTAivZMKrWs	"""Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."" @USER________ #learntolovethem"	noADE
8982	8982	SMM4H2022285Z54m81r5D7QvZ	Manhood today is about exfoliation, cheese courses, emotional honesty, and Paxil. And yes, cutting peppers in the classic style de Julienne.	noADE
